League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
Spain La Liga,2024-12-14,12:15:00,17,RCD Mallorca,Girona FC,3.1,1.95,4.0,2.37,3.07,3.51,1.53,2.38,1.1,8.0,1.47,2.8,2.38,1.57,2.0,1.75,1.35,1.32,1.63,1.33,1.13,1.23,1.12,2.35,1.76,6.4,2.3,1.41,2.63,1.72,1.98,2.15,1.61,2.8,1.37,3.7,1.21
Spain Segunda División,2024-12-14,12:15:00,19,CD Castellón,FC Cartagena,1.95,2.4,6.5,1.47,4.0,6.0,1.33,3.25,1.04,10.0,1.22,4.0,1.95,1.7,1.83,1.83,1.05,1.15,2.85,1.22,0.67,1.63,0.91,2.54,1.28,7.5,4.0,1.41,2.6,1.7,2.0,2.1,1.62,2.7,1.38,3.55,1.23
Portugal LigaPro,2024-12-14,12:30:00,14,CD Mafra,Benfica II,3.6,2.01,3.04,3.0,3.2,2.3,1.45,2.63,1.01,7.8,1.31,2.82,2.05,1.61,1.85,1.85,1.53,1.32,1.39,0.71,1.83,1.21,1.37,2.58,2.2,8.0,1.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Portugal Liga NOS,2024-12-14,12:30:00,14,Farense,Gil Vicente,3.5,1.9,3.3,2.9,2.9,2.55,1.53,2.35,1.1,6.5,1.48,2.65,2.15,1.65,1.95,1.77,1.48,1.33,1.4,1.0,0.29,1.14,0.9,2.04,2.15,6.4,1.85,1.32,3.0,1.55,2.25,1.88,1.78,2.38,1.49,3.05,1.3
France Ligue 1,2024-12-14,13:00:00,15,Olympique Marseille,Lille,2.88,2.2,3.75,2.15,3.5,3.2,1.4,2.75,1.05,11.0,1.3,3.6,1.91,1.99,1.75,2.0,1.35,1.26,1.7,1.33,1.71,1.4,1.48,2.88,1.82,6.25,2.2,1.41,2.63,1.71,2.0,2.15,1.61,2.8,1.37,3.65,1.23
Austria Bundesliga,2024-12-14,13:00:00,6,Salzburg,Austria Klagenfurt,1.62,3.0,8.0,1.24,6.4,12.0,1.18,4.5,1.02,17.0,1.06,6.6,1.31,3.27,1.7,2.05,1.01,1.06,4.5,2.0,0.88,2.11,1.04,3.15,1.07,13.0,11.75,1.22,3.65,1.43,2.62,1.98,1.82,2.17,1.65,2.93,1.33
Turkey Süper Lig,2024-12-14,13:00:00,16,Alanyaspor,Gazişehir Gaziantep,2.55,2.1,3.95,1.98,3.58,3.58,1.36,2.85,1.03,10.65,1.27,3.61,1.83,1.93,1.73,2.0,1.28,1.25,1.77,1.29,0.57,1.29,1.1,2.39,1.65,6.75,2.48,1.41,2.65,1.71,2.0,2.05,1.7,2.7,1.4,3.55,1.24
Italy Serie B,2024-12-14,13:15:00,17,Sampdoria,Spezia,3.3,1.93,3.35,2.8,2.9,2.6,1.48,2.45,1.08,7.5,1.42,2.85,2.15,1.6,1.85,1.83,1.44,1.3,1.45,1.14,1.38,1.43,1.24,2.67,1.9,6.4,2.1,1.38,2.75,1.66,2.08,2.05,1.68,2.65,1.42,3.45,1.25
Croatia Prva HNL,2024-12-14,13:30:00,17,Istra 1961,Šibenik,2.38,2.1,5.5,1.67,3.5,5.0,1.43,2.72,1.05,8.0,1.33,3.0,2.2,1.65,2.1,1.67,1.17,1.27,2.15,1.13,0.88,1.2,0.94,2.14,1.37,7.2,4.42,1.4,2.82,1.68,2.12,2.11,1.68,2.75,1.42,0.0,0.0
Poland Ekstraklasa,2024-12-14,13:30:00,3,Śląsk Wrocław,Radomiak Radom,2.88,2.1,4.0,2.1,3.1,3.4,1.44,2.63,1.07,8.0,1.38,3.0,2.0,1.67,1.8,1.95,1.28,1.28,1.73,0.88,0.75,1.52,1.45,2.97,1.75,8.0,2.52,1.24,3.48,1.5,2.3,2.1,1.82,2.43,1.46,3.3,1.26
Italy Serie A,2024-12-14,14:00:00,16,Udinese,Napoli,5.5,2.1,2.4,4.5,3.5,1.8,1.44,2.63,1.07,9.0,1.4,2.95,2.05,1.7,2.05,1.7,2.1,1.25,1.19,1.71,2.0,1.05,1.1,2.15,2.95,7.0,1.47,1.27,3.3,1.48,2.45,1.77,1.91,2.18,1.58,2.8,1.36
Switzerland Challenge League,2024-12-14,14:00:00,18,Wil,Bellinzona,2.88,2.1,3.5,2.05,3.4,3.3,1.38,2.9,1.01,7.5,1.28,3.45,1.9,1.9,1.73,2.0,1.26,1.25,1.6,1.38,1.13,1.61,1.57,3.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Switzerland Super League,2024-12-14,14:00:00,18,Winterthur,Luzern,3.7,2.2,2.5,3.5,3.5,1.95,1.3,3.2,1.04,10.0,1.2,4.33,1.55,2.2,1.5,2.35,1.77,1.22,1.3,1.25,1.5,1.23,1.5,2.73,2.62,8.5,1.69,1.23,3.92,1.42,2.73,1.69,2.09,2.11,1.68,2.72,1.43
Switzerland Super League,2024-12-14,14:00:00,18,Yverdon Sport,Sion,4.2,2.1,2.5,3.8,3.4,1.87,1.39,2.8,1.05,9.0,1.3,3.3,1.88,1.98,1.8,1.95,1.85,1.22,1.2,1.25,0.88,0.93,1.38,2.31,3.06,9.0,1.51,1.2,4.2,1.38,2.88,1.63,2.18,2.02,1.74,2.57,1.47
Switzerland Challenge League,2024-12-14,14:00:00,18,Vaduz,Étoile Carouge,3.1,2.3,2.88,2.45,3.5,2.5,1.29,3.4,1.01,11.0,1.18,4.5,1.57,2.15,1.53,2.38,1.37,1.25,1.45,2.13,1.25,1.97,1.76,3.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belgium Pro League,2024-12-14,14:15:00,18,OH Leuven,Sporting Charleroi,2.95,2.0,3.6,2.25,3.3,3.1,1.45,2.55,1.07,8.0,1.36,3.1,2.1,1.7,1.77,1.9,1.35,1.28,1.57,1.38,0.78,1.25,1.43,2.68,1.66,6.75,2.43,1.22,3.8,1.4,2.7,1.65,2.08,1.94,1.76,2.43,1.46
Spain Segunda División,2024-12-14,14:30:00,19,SD Eibar,Real Zaragoza,3.25,1.87,3.75,2.4,2.9,3.0,1.56,2.29,1.1,6.5,1.47,2.55,2.2,1.55,2.05,1.72,1.38,1.3,1.53,2.11,1.6,1.49,1.41,2.9,1.73,6.5,2.33,1.37,2.75,1.64,2.07,2.05,1.65,2.63,1.4,3.45,1.25
Greece Super League,2024-12-14,14:30:00,15,Atromitos,OFI,2.63,2.1,4.5,1.87,3.4,4.0,1.44,2.63,1.07,8.6,1.35,3.25,1.95,1.73,1.91,1.91,1.27,1.36,1.86,1.0,1.57,1.32,1.11,2.43,1.68,5.75,2.78,1.45,2.52,1.95,1.85,2.45,1.47,3.55,1.24,0.0,0.0
Spain Segunda División,2024-12-14,14:30:00,19,CD Eldense,Elche CF,4.0,1.95,3.1,3.2,3.0,2.3,1.57,2.25,1.1,6.5,1.47,2.55,2.37,1.48,2.1,1.67,1.57,1.3,1.3,1.56,1.13,1.41,1.3,2.71,2.05,6.5,1.93,1.36,2.8,1.61,2.12,2.0,1.7,2.55,1.43,3.3,1.27
England Premier League,2024-12-14,14:30:00,16,Nottingham Forest,Aston Villa,3.2,2.2,3.25,2.6,3.4,2.63,1.36,3.0,1.05,11.0,1.29,3.8,1.84,2.06,1.67,2.1,1.5,1.31,1.52,1.57,1.43,1.52,1.2,2.72,2.0,6.75,1.95,1.19,4.1,1.33,2.95,1.54,2.3,1.85,1.83,2.3,1.53
Spain La Liga,2024-12-14,14:30:00,17,Sevilla FC,Celta de Vigo,2.88,2.1,3.75,2.28,3.32,3.4,1.44,2.63,1.06,10.0,1.33,3.3,2.07,1.83,1.8,1.95,1.35,1.28,1.68,1.63,0.57,1.35,1.27,2.62,1.63,6.4,2.55,1.3,3.05,1.54,2.3,1.89,1.8,2.38,1.5,3.05,1.3
Germany Bundesliga,2024-12-14,14:30:00,14,St. Pauli,Werder Bremen,3.25,2.2,3.25,2.6,3.6,2.5,1.4,2.75,1.05,12.0,1.3,3.6,1.65,2.15,1.7,2.05,1.52,1.28,1.52,0.83,1.86,1.24,1.28,2.52,1.88,6.25,2.15,1.35,2.88,1.6,2.17,1.98,1.72,2.5,1.46,3.3,1.28
Netherlands Eredivisie,2024-12-14,14:45:00,16,Heerenveen,PSV,10.0,3.0,1.53,7.0,5.75,1.33,1.22,4.0,1.01,29.0,1.11,6.28,1.6,2.25,1.95,1.8,5.0,1.05,1.05,2.14,2.63,1.59,1.89,3.48,4.3,8.0,1.25,1.21,3.8,1.38,2.7,1.64,2.1,2.0,1.71,2.48,1.46
Czech Republic First League,2024-12-14,15:00:00,19,Baník Ostrava,Slovácko,2.05,2.38,6.0,1.53,4.2,5.75,1.33,3.25,1.04,9.0,1.22,4.0,1.75,2.05,1.91,1.91,1.08,1.17,2.55,2.25,1.22,1.91,1.17,3.08,1.26,11.0,4.61,0.0,0.0,0.0,0.0,1.54,2.38,1.85,1.85,2.35,1.55
France Ligue 1,2024-12-14,15:00:00,15,Auxerre,Lens,4.33,2.2,2.6,3.5,3.6,2.0,1.36,3.0,1.05,12.0,1.28,3.75,1.7,2.05,1.7,2.05,1.85,1.25,1.28,2.29,1.71,1.37,1.3,2.67,2.7,6.4,1.56,1.36,2.8,1.62,2.14,2.0,1.71,2.55,1.44,3.4,1.26
Romania Liga I,2024-12-14,15:00:00,20,Universitatea Cluj,Petrolul 52,2.63,2.05,4.75,1.91,3.1,4.0,1.5,2.5,1.09,6.5,1.46,2.6,2.1,1.6,2.0,1.73,1.19,1.29,1.65,1.89,1.44,1.5,1.37,2.87,1.65,6.25,2.55,1.56,2.23,1.93,1.74,2.5,1.44,3.3,1.27,4.4,1.16
Portugal Liga NOS,2024-12-14,15:00:00,14,CD Nacional,Moreirense FC,3.35,1.95,3.25,2.75,3.0,2.6,1.48,2.45,1.08,7.5,1.4,2.88,2.2,1.61,1.85,1.85,1.45,1.3,1.44,1.4,0.86,1.33,1.26,2.59,1.86,6.75,2.12,1.25,3.45,1.43,2.55,1.71,1.97,2.12,1.61,2.7,1.38
Greece Super League,2024-12-14,15:30:00,15,Volos NFC,Asteras Tripolis,3.4,1.95,3.75,2.55,2.75,3.0,1.53,2.38,1.1,7.2,1.48,2.7,2.37,1.48,2.05,1.7,1.43,1.4,1.54,0.29,1.29,1.38,1.02,2.4,1.88,6.7,2.22,1.45,2.38,1.85,1.95,2.35,1.46,3.2,1.25,3.9,1.21
France Ligue 2,2024-12-14,16:00:00,16,Annecy,Metz,4.0,2.1,2.75,2.6,3.2,2.6,1.4,2.75,1.06,8.5,1.3,3.3,1.98,1.88,1.73,2.0,1.7,1.25,1.3,2.57,1.43,1.43,1.43,2.86,2.3,6.4,1.77,1.33,2.95,1.56,2.23,1.91,1.78,2.4,1.49,3.15,1.3
Netherlands Eredivisie,2024-12-14,16:00:00,16,Fortuna Sittard,RKC Waalwijk,2.2,2.3,5.0,1.67,3.9,4.75,1.36,3.0,1.03,15.0,1.22,4.08,1.67,2.1,1.8,1.95,1.16,1.2,2.35,1.71,0.29,1.21,0.82,2.03,1.34,7.5,3.55,1.16,4.4,1.29,3.15,1.49,2.4,1.77,1.92,2.18,1.58
Switzerland Super League,2024-12-14,16:30:00,18,Basel,Grasshopper,2.15,2.3,4.5,1.57,3.9,5.25,1.3,3.2,1.04,10.0,1.2,4.33,1.57,2.15,1.62,2.1,1.17,1.18,2.2,2.0,0.5,1.73,1.38,3.11,1.75,8.0,2.44,1.25,3.75,1.45,2.63,1.74,2.02,2.19,1.63,2.82,1.4
Germany 2. Bundesliga,2024-12-14,16:30:00,16,Darmstadt 98,Kaiserslautern,2.38,2.3,3.8,1.8,3.75,4.1,1.28,3.3,1.03,11.0,1.18,4.75,1.57,2.15,1.5,2.38,1.28,1.2,1.85,1.25,1.75,1.45,1.36,2.81,1.68,6.75,2.4,1.25,3.45,1.44,2.55,1.72,1.98,2.1,1.64,2.65,1.41
Belgium Pro League,2024-12-14,16:45:00,18,KV Kortrijk,FCV Dender EH,2.88,2.1,4.0,2.15,3.3,3.4,1.44,2.63,1.05,9.22,1.34,3.14,1.91,1.83,1.8,1.95,1.36,1.28,1.66,1.63,1.13,1.44,1.09,2.53,1.72,6.75,2.33,1.29,3.15,1.5,2.38,1.75,1.95,2.25,1.55,2.9,1.34
Italy Serie A,2024-12-14,16:45:00,16,Juventus,Venezia,1.91,2.38,8.0,1.36,4.75,8.0,1.36,3.0,1.04,13.0,1.28,3.75,1.89,2.01,2.2,1.62,1.06,1.15,3.1,1.75,0.25,1.3,0.98,2.28,1.22,8.5,4.6,1.24,3.55,1.44,2.55,1.71,2.0,2.08,1.65,2.65,1.41
France Ligue 1,2024-12-14,17:00:00,15,Reims,Monaco,4.0,2.3,2.6,3.2,3.4,2.1,1.33,3.25,1.03,13.0,1.24,4.2,1.61,2.2,1.62,2.2,1.8,1.24,1.32,1.14,2.0,1.24,1.46,2.7,2.33,6.4,1.74,1.35,2.9,1.61,2.15,1.98,1.72,2.55,1.44,3.3,1.27
Argentina Primera División,2024-12-14,17:00:00,27,Instituto,Godoy Cruz,2.75,1.95,5.0,1.95,3.4,4.1,1.53,2.38,1.08,7.15,1.5,2.45,2.5,1.5,2.2,1.62,1.22,1.3,1.88,1.38,1.23,1.27,1.22,2.49,1.54,6.5,2.8,1.46,2.48,1.7,2.05,2.05,1.7,2.95,1.33,3.95,1.2
Argentina Primera División,2024-12-14,17:00:00,27,Rosario Central,Belgrano,3.1,1.83,4.5,2.2,3.0,3.8,1.62,2.2,1.12,5.87,1.58,2.2,2.88,1.4,2.25,1.57,1.26,1.35,1.7,1.12,1.35,1.2,1.24,2.44,1.53,6.75,2.75,1.41,2.65,1.7,2.05,2.05,1.7,2.7,1.38,3.55,1.24
Spain La Liga,2024-12-14,17:00:00,17,Rayo Vallecano,Real Madrid,5.5,2.3,2.1,5.9,3.98,1.62,1.36,3.0,1.03,13.0,1.25,4.0,1.85,2.04,1.8,1.95,2.5,1.19,1.13,1.14,1.88,1.72,1.55,3.27,2.95,6.75,1.49,1.29,3.15,1.5,2.33,1.83,1.85,2.3,1.54,2.9,1.34
Netherlands Eredivisie,2024-12-14,17:00:00,16,Feyenoord,Heracles,1.57,2.88,10.0,1.25,6.0,10.0,1.22,4.0,1.01,26.0,1.12,5.87,1.55,2.3,2.0,1.75,1.01,1.07,4.75,2.0,0.57,1.81,0.94,2.75,1.1,11.5,7.0,1.15,4.4,1.29,3.2,1.47,2.43,1.74,1.95,2.12,1.63
Spain Segunda División,2024-12-14,17:00:00,0,Real Oviedo,Granada CF,2.7,2.0,4.0,2.05,3.1,3.5,1.48,2.5,1.07,8.0,1.4,2.9,2.05,1.65,1.9,1.77,1.28,1.25,1.7,2.25,1.75,1.69,1.15,2.84,1.65,6.5,2.48,1.37,2.75,1.62,2.1,2.0,1.68,2.55,1.42,3.4,1.25
Portugal Liga NOS,2024-12-14,17:30:00,14,Sporting CP,Boavista FC,1.36,3.25,13.0,1.08,11.0,19.0,1.17,4.5,0.0,14.0,1.08,7.5,1.28,3.3,2.15,1.62,1.01,1.04,7.5,2.5,1.29,2.02,0.98,3.0,1.07,12.0,8.5,1.27,3.3,1.47,2.43,1.75,1.91,2.18,1.58,2.8,1.36
Argentina Primera División,2024-12-14,19:15:00,27,Boca Juniors,Independiente,3.0,1.91,4.5,2.15,3.2,3.6,1.62,2.2,1.11,6.28,1.53,2.5,2.7,1.44,2.25,1.57,1.3,1.33,1.68,1.58,1.5,1.25,1.28,2.53,1.72,6.25,2.4,1.56,2.23,1.8,1.91,2.5,1.46,3.4,1.26,4.4,1.16
